Date,Time,Hour,Day,Day_Number,Month,Month_Number,Latitude,Longitude,Area,Crime_Type,Crime_Count,Weather,Population_Density
2025-03-01,17:25,17,Saturday,6,March,3,12.847865,77.661628,Electronic City,Assault,7,Cloudy,Low
2025-02-10,08:35,8,Monday,1,February,2,12.846513,77.656929,Electronic City,Cyber Crime,7,Rainy,High
2026-10-30,04:07,4,Friday,5,October,10,12.920037,77.586365,Jayanagar,Theft,13,Rainy,Very High
2025-12-22,02:55,2,Monday,1,December,12,12.913603,77.605749,BTM Layout,Fraud,6,Cloudy,Medium
2026-07-02,05:41,5,Thursday,4,July,7,12.975623,77.647381,Indiranagar,Accident,7,Partly Cloudy,High
2026-11-15,02:38,2,Sunday,7,November,11,12.918052,77.631801,HSR Layout,Vehicle Theft,11,Sunny,Very High
2025-06-11,23:42,23,Wednesday,3,June,6,12.96931,77.753127,Whitefield,Theft,7,Rainy,Medium
2026-02-19,13:07,13,Thursday,4,February,2,12.843659,77.656796,Electronic City,Accident,2,Partly Cloudy,Low
2026-04-03,06:36,6,Friday,5,April,4,12.984154,77.646694,Indiranagar,Theft,7,Partly Cloudy,High
2026-04-07,14:18,14,Tuesday,2,April,4,12.9472,77.579267,Basavanagudi,Missing Person,1,Partly Cloudy,Medium
2025-02-02,16:44,16,Sunday,7,February,2,12.97378,77.642227,Indiranagar,Burglary,9,Sunny,Very High
2026-05-02,02:44,2,Saturday,6,May,5,12.98586,77.633141,Indiranagar,Accident,7,Cloudy,Low
2026-05-15,02:39,2,Friday,5,May,5,12.955137,77.690626,Marathahalli,Vehicle Theft,10,Cloudy,Very High
2026-08-14,21:44,21,Friday,5,August,8,12.960046,77.697318,Marathahalli,Vandalism,8,Rainy,Medium
2025-10-10,09:40,9,Friday,5,October,10,12.987457,77.554983,Rajajinagar,Cyber Crime,1,Cloudy,Medium
2025-03-06,13:00,13,Thursday,4,March,3,12.953963,77.702031,Marathahalli,Accident,4,Sunny,High
2026-06-14,22:47,22,Sunday,7,June,6,13.030718,77.547304,Yeshwanthpur,Robbery,8,Sunny,Very High
2025-09-19,17:03,17,Friday,5,September,9,12.959119,77.692349,Marathahalli,Vehicle Theft,1,Sunny,Medium
2026-11-06,19:55,19,Friday,5,November,11,13.04072,77.59909,Hebbal,Cyber Crime,6,Cloudy,Very High
2025-10-26,17:03,17,Sunday,7,October,10,12.931492,77.588208,Jayanagar,Accident,1,Partly Cloudy,Medium
2025-12-15,18:07,18,Monday,1,December,12,12.9703,77.747098,Whitefield,Robbery,3,Sunny,Low
2026-02-05,14:34,14,Thursday,4,February,2,12.940816,77.567363,Basavanagudi,Cyber Crime,4,Cloudy,Very High
2026-05-06,16:32,16,Wednesday,3,May,5,12.909875,77.486447,Kengeri,Vandalism,3,Partly Cloudy,Very High
2025-07-25,20:07,20,Friday,5,July,7,13.009175,77.574662,Malleshwaram,Burglary,9,Sunny,Low
2026-07-10,18:38,18,Friday,5,July,7,12.961731,77.689575,Marathahalli,Accident,6,Rainy,High
2026-10-05,19:23,19,Monday,1,October,10,12.911995,77.476037,Kengeri,Cyber Crime,4,Sunny,Medium
2025-02-03,12:12,12,Monday,1,February,2,12.851211,77.657354,Electronic City,Burglary,5,Cloudy,High
2026-07-23,04:23,4,Thursday,4,July,7,12.852728,77.668048,Electronic City,Vehicle Theft,7,Partly Cloudy,Medium
2025-08-04,21:30,21,Monday,1,August,8,12.940313,77.568736,Basavanagudi,Cyber Crime,8,Rainy,High
2025-12-25,21:21,21,Thursday,4,December,12,12.852394,77.6626,Electronic City,Robbery,6,Partly Cloudy,High
2026-08-12,08:55,8,Wednesday,3,August,8,12.977102,77.753884,Whitefield,Cyber Crime,3,Sunny,Low
2026-01-28,06:52,6,Wednesday,3,January,1,12.938891,77.576482,Basavanagudi,Accident,9,Rainy,Very High
2026-08-09,17:36,17,Sunday,7,August,8,12.920078,77.549051,Banashankari,Vehicle Theft,4,Sunny,Low
2026-01-17,13:03,13,Saturday,6,January,1,12.982077,77.644798,Indiranagar,Burglary,10,Cloudy,Very High
2026-12-24,07:19,7,Thursday,4,December,12,12.947634,77.575352,Basavanagudi,Theft,3,Partly Cloudy,Medium
2026-04-01,07:57,7,Wednesday,3,April,4,12.972809,77.637756,Indiranagar,Burglary,3,Sunny,Low
2026-05-24,04:41,4,Sunday,7,May,5,12.910874,77.486667,Kengeri,Vandalism,8,Sunny,Medium
2026-11-23,22:51,22,Monday,1,November,11,12.931209,77.591375,Jayanagar,Cyber Crime,8,Partly Cloudy,Very High
2026-02-14,15:35,15,Saturday,6,February,2,12.996393,77.561331,Rajajinagar,Missing Person,8,Rainy,High
2025-04-11,02:02,2,Friday,5,April,4,12.982098,77.639742,Indiranagar,Vandalism,8,Partly Cloudy,Very High
2025-07-20,23:03,23,Sunday,7,July,7,12.937283,77.569503,Basavanagudi,Assault,3,Sunny,High
2026-05-07,16:08,16,Thursday,4,May,5,12.918561,77.607564,BTM Layout,Theft,7,Rainy,Medium
2025-06-20,09:57,9,Friday,5,June,6,12.931652,77.624743,Koramangala,Vandalism,5,Sunny,High
2025-04-30,19:59,19,Wednesday,3,April,4,12.988589,77.560691,Rajajinagar,Fraud,4,Rainy,Medium
2025-11-17,03:38,3,Monday,1,November,11,12.917403,77.616207,BTM Layout,Vandalism,7,Partly Cloudy,Medium
2026-10-01,06:07,6,Thursday,4,October,10,12.839276,77.666453,Electronic City,Vandalism,3,Sunny,High
2026-01-15,10:02,10,Thursday,4,January,1,12.918294,77.612785,BTM Layout,Burglary,4,Rainy,Medium
2025-07-20,13:17,13,Sunday,7,July,7,12.847748,77.658499,Electronic City,Theft,5,Sunny,Low
2026-12-06,22:18,22,Sunday,7,December,12,12.996187,77.547976,Rajajinagar,Vehicle Theft,6,Partly Cloudy,Low
2026-06-24,08:42,8,Wednesday,3,June,6,12.844346,77.662632,Electronic City,Assault,2,Cloudy,Low
2026-10-17,16:12,16,Saturday,6,October,10,12.979473,77.635573,Indiranagar,Accident,3,Cloudy,Medium
2025-03-15,10:18,10,Saturday,6,March,3,12.917625,77.631218,HSR Layout,Assault,1,Cloudy,Medium
2026-12-05,20:18,20,Saturday,6,December,12,12.926934,77.600728,Jayanagar,Cyber Crime,10,Rainy,High
2026-07-21,06:14,6,Tuesday,2,July,7,12.847695,77.661237,Electronic City,Vandalism,1,Cloudy,Low
2026-03-08,08:44,8,Sunday,7,March,3,12.838229,77.655936,Electronic City,Vandalism,5,Sunny,Medium
2026-09-20,03:01,3,Sunday,7,September,9,12.937883,77.624561,Koramangala,Robbery,7,Rainy,High
2025-08-31,04:57,4,Sunday,7,August,8,13.021559,77.540326,Yeshwanthpur,Burglary,5,Partly Cloudy,Medium
2026-04-18,04:08,4,Saturday,6,April,4,13.034739,77.601386,Hebbal,Accident,7,Rainy,Medium
2025-03-28,15:39,15,Friday,5,March,3,12.957152,77.693227,Marathahalli,Robbery,8,Sunny,Very High
2025-03-15,09:37,9,Saturday,6,March,3,12.910556,77.483787,Kengeri,Fraud,3,Partly Cloudy,Low
2025-09-14,06:40,6,Sunday,7,September,9,13.04253,77.592936,Hebbal,Assault,3,Rainy,Low
2025-03-11,05:12,5,Tuesday,2,March,3,12.98191,77.641964,Indiranagar,Assault,5,Partly Cloudy,Very High
2025-11-28,12:45,12,Friday,5,November,11,12.955651,77.691659,Marathahalli,Theft,4,Partly Cloudy,High
2026-09-26,01:17,1,Saturday,6,September,9,12.971802,77.638464,Indiranagar,Vandalism,12,Rainy,High
2026-07-21,00:08,0,Tuesday,2,July,7,12.917627,77.48468,Kengeri,Burglary,4,Partly Cloudy,Low
2025-02-02,14:27,14,Sunday,7,February,2,12.843943,77.666428,Electronic City,Assault,2,Rainy,High
2025-03-03,00:12,0,Monday,1,March,3,13.037597,77.597401,Hebbal,Missing Person,10,Sunny,Very High
2026-11-02,09:24,9,Monday,1,November,11,13.004151,77.563067,Malleshwaram,Theft,7,Partly Cloudy,Very High
2026-04-17,16:51,16,Friday,5,April,4,12.966595,77.704112,Marathahalli,Vehicle Theft,7,Partly Cloudy,Very High
2026-12-05,06:46,6,Saturday,6,December,12,12.988461,77.553833,Rajajinagar,Vehicle Theft,7,Cloudy,High
2026-01-17,11:39,11,Saturday,6,January,1,12.991651,77.550228,Rajajinagar,Burglary,5,Rainy,High
2025-11-20,18:36,18,Thursday,4,November,11,12.843154,77.654741,Electronic City,Cyber Crime,6,Cloudy,High
2025-04-04,08:42,8,Friday,5,April,4,12.83962,77.665327,Electronic City,Cyber Crime,5,Rainy,Medium
2026-08-26,01:12,1,Wednesday,3,August,8,12.923543,77.601438,Jayanagar,Vehicle Theft,8,Cloudy,Medium
2026-08-06,12:53,12,Thursday,4,August,8,12.909298,77.634128,HSR Layout,Cyber Crime,5,Sunny,High
2025-04-13,15:10,15,Sunday,7,April,4,12.918869,77.600494,Jayanagar,Vehicle Theft,4,Rainy,Medium
2026-01-26,03:19,3,Monday,1,January,1,12.927897,77.632116,Koramangala,Fraud,8,Partly Cloudy,Very High
2026-05-29,17:00,17,Friday,5,May,5,12.926232,77.543137,Banashankari,Cyber Crime,2,Rainy,Medium
2025-02-11,21:35,21,Tuesday,2,February,2,12.995521,77.560646,Rajajinagar,Vehicle Theft,8,Partly Cloudy,Medium
2026-03-06,10:24,10,Friday,5,March,3,13.034744,77.538169,Yeshwanthpur,Vehicle Theft,6,Partly Cloudy,Very High
2025-08-20,04:37,4,Wednesday,3,August,8,13.032477,77.600252,Hebbal,Vehicle Theft,8,Partly Cloudy,Medium
2025-10-02,11:23,11,Thursday,4,October,10,12.992916,77.561558,Rajajinagar,Missing Person,3,Sunny,Low
2026-11-17,05:08,5,Tuesday,2,November,11,12.956703,77.697457,Marathahalli,Accident,4,Sunny,Low
2025-07-15,01:25,1,Tuesday,2,July,7,12.999874,77.577586,Malleshwaram,Cyber Crime,6,Cloudy,Very High
2025-11-01,05:57,5,Saturday,6,November,11,12.985053,77.556907,Rajajinagar,Assault,10,Cloudy,Very High
2025-04-12,12:31,12,Saturday,6,April,4,12.841938,77.663866,Electronic City,Vehicle Theft,4,Rainy,High
2026-12-20,02:15,2,Sunday,7,December,12,12.97849,77.637069,Indiranagar,Accident,10,Cloudy,Medium
2026-12-04,22:38,22,Friday,5,December,12,12.913927,77.642698,HSR Layout,Accident,10,Sunny,Very High
2025-02-18,19:00,19,Tuesday,2,February,2,13.032924,77.597903,Hebbal,Burglary,5,Sunny,Medium
2025-08-27,07:57,7,Wednesday,3,August,8,12.922257,77.601273,Jayanagar,Robbery,6,Sunny,High
2026-04-28,03:18,3,Tuesday,2,April,4,13.033109,77.592101,Hebbal,Fraud,11,Rainy,High
2025-12-10,16:11,16,Wednesday,3,December,12,12.995161,77.561943,Rajajinagar,Burglary,2,Sunny,Medium
2025-08-29,23:17,23,Friday,5,August,8,12.998859,77.562565,Rajajinagar,Robbery,6,Rainy,Medium
2025-12-07,02:16,2,Sunday,7,December,12,13.034369,77.58918,Hebbal,Vehicle Theft,11,Sunny,Very High
2025-08-06,13:07,13,Wednesday,3,August,8,12.937549,77.617482,Koramangala,Vandalism,9,Sunny,Very High
2026-08-08,15:42,15,Saturday,6,August,8,12.928931,77.59741,Jayanagar,Robbery,9,Cloudy,Very High
2026-05-11,23:59,23,Monday,1,May,5,12.992339,77.549817,Rajajinagar,Fraud,10,Sunny,Very High
2025-04-23,04:28,4,Wednesday,3,April,4,12.931998,77.623777,Koramangala,Fraud,7,Partly Cloudy,Very High
2025-03-13,21:40,21,Thursday,4,March,3,12.919358,77.475545,Kengeri,Accident,6,Cloudy,Low
2026-08-15,20:21,20,Saturday,6,August,8,12.841075,77.665437,Electronic City,Cyber Crime,12,Sunny,High
2026-12-20,14:20,14,Sunday,7,December,12,12.908414,77.478838,Kengeri,Burglary,3,Cloudy,Low
2026-07-31,10:27,10,Friday,5,July,7,12.919025,77.593961,Jayanagar,Cyber Crime,5,Partly Cloudy,Very High
2026-09-15,03:32,3,Tuesday,2,September,9,12.920066,77.604902,BTM Layout,Cyber Crime,9,Sunny,Very High
2025-03-11,02:12,2,Tuesday,2,March,3,12.840015,77.665349,Electronic City,Cyber Crime,5,Sunny,Medium
2025-07-15,04:08,4,Tuesday,2,July,7,12.840629,77.666808,Electronic City,Theft,9,Cloudy,Low
2026-03-20,12:22,12,Friday,5,March,3,12.838553,77.655594,Electronic City,Robbery,2,Partly Cloudy,Medium
2025-05-16,08:25,8,Friday,5,May,5,12.978595,77.641029,Indiranagar,Robbery,5,Partly Cloudy,Very High
2025-11-26,20:15,20,Wednesday,3,November,11,12.90755,77.642063,HSR Layout,Theft,9,Sunny,Low
2026-07-17,17:40,17,Friday,5,July,7,12.987986,77.549841,Rajajinagar,Theft,3,Partly Cloudy,Medium
2026-06-02,15:40,15,Tuesday,2,June,6,13.033812,77.536472,Yeshwanthpur,Accident,4,Sunny,Medium
2026-12-01,02:55,2,Tuesday,2,December,12,12.925137,77.59894,Jayanagar,Vehicle Theft,7,Cloudy,Low
2025-10-21,19:24,19,Tuesday,2,October,10,12.915544,77.639471,HSR Layout,Vandalism,3,Sunny,High
2026-05-09,21:52,21,Saturday,6,May,5,12.90684,77.481038,Kengeri,Theft,7,Rainy,Medium
2026-10-23,00:37,0,Friday,5,October,10,12.951984,77.703317,Marathahalli,Assault,5,Rainy,Very High
2025-03-28,19:21,19,Friday,5,March,3,12.938207,77.630555,Koramangala,Missing Person,1,Sunny,Low
2025-11-17,01:23,1,Monday,1,November,11,12.922058,77.609505,BTM Layout,Fraud,9,Sunny,Very High
2026-05-22,23:07,23,Friday,5,May,5,12.841296,77.666714,Electronic City,Vandalism,4,Sunny,Medium
2025-11-06,05:31,5,Thursday,4,November,11,12.921832,77.554796,Banashankari,Cyber Crime,7,Partly Cloudy,Very High
2026-08-14,13:11,13,Friday,5,August,8,12.994094,77.550348,Rajajinagar,Burglary,4,Partly Cloudy,High
2025-12-23,16:30,16,Tuesday,2,December,12,12.923335,77.596405,Jayanagar,Missing Person,7,Partly Cloudy,Very High
2026-08-09,10:11,10,Sunday,7,August,8,12.923918,77.553622,Banashankari,Theft,7,Partly Cloudy,High
2025-11-03,02:31,2,Monday,1,November,11,12.977111,77.641372,Indiranagar,Burglary,6,Sunny,Low
2026-10-20,11:53,11,Tuesday,2,October,10,13.007763,77.569524,Malleshwaram,Accident,3,Sunny,Medium
2025-10-05,05:54,5,Sunday,7,October,10,12.845329,77.66395,Electronic City,Fraud,9,Partly Cloudy,Very High
2026-06-18,22:30,22,Thursday,4,June,6,12.968123,77.751756,Whitefield,Theft,10,Rainy,Very High
2026-03-24,06:06,6,Tuesday,2,March,3,12.937211,77.577956,Basavanagudi,Cyber Crime,5,Cloudy,Low
2025-06-06,14:00,14,Friday,5,June,6,12.915177,77.476057,Kengeri,Missing Person,5,Partly Cloudy,Very High
2025-04-24,11:30,11,Thursday,4,April,4,12.919569,77.589482,Jayanagar,Vehicle Theft,6,Cloudy,Low
2025-09-22,11:26,11,Monday,1,September,9,12.905717,77.639732,HSR Layout,Robbery,4,Sunny,Very High
2026-05-16,17:16,17,Saturday,6,May,5,12.976364,77.645922,Indiranagar,Cyber Crime,1,Partly Cloudy,Medium
2025-07-09,11:25,11,Wednesday,3,July,7,12.947208,77.574477,Basavanagudi,Theft,8,Sunny,Very High
2026-04-08,15:13,15,Wednesday,3,April,4,13.006665,77.568277,Malleshwaram,Robbery,3,Sunny,High
2026-10-10,11:52,11,Saturday,6,October,10,13.029362,77.53828,Yeshwanthpur,Robbery,7,Partly Cloudy,High
2025-09-29,20:56,20,Monday,1,September,9,12.933998,77.62644,Koramangala,Fraud,8,Partly Cloudy,Very High
2025-10-19,18:37,18,Sunday,7,October,10,12.954839,77.703066,Marathahalli,Missing Person,3,Partly Cloudy,Medium
2025-04-14,18:18,18,Monday,1,April,4,12.911368,77.636895,HSR Layout,Cyber Crime,5,Rainy,Low
2025-11-10,18:58,18,Monday,1,November,11,13.04004,77.59498,Hebbal,Burglary,4,Rainy,Low
2025-09-30,17:36,17,Tuesday,2,September,9,12.848152,77.653936,Electronic City,Vandalism,7,Partly Cloudy,Very High
2025-08-06,06:36,6,Wednesday,3,August,8,12.960746,77.695924,Marathahalli,Assault,4,Rainy,Medium
2025-12-19,06:15,6,Friday,5,December,12,13.021935,77.534433,Yeshwanthpur,Fraud,8,Rainy,High
2025-09-06,02:04,2,Saturday,6,September,9,12.92335,77.551125,Banashankari,Robbery,6,Cloudy,Low
2026-07-02,01:34,1,Thursday,4,July,7,12.949531,77.581859,Basavanagudi,Fraud,7,Cloudy,Low
2026-08-04,23:15,23,Tuesday,2,August,8,13.020313,77.535438,Yeshwanthpur,Missing Person,8,Cloudy,Very High
2026-02-08,19:05,19,Sunday,7,February,2,12.929404,77.540499,Banashankari,Robbery,5,Rainy,Medium
2026-05-06,15:23,15,Wednesday,3,May,5,12.918341,77.54458,Banashankari,Theft,9,Sunny,Very High
2025-04-21,08:48,8,Monday,1,April,4,13.034264,77.537638,Yeshwanthpur,Theft,10,Sunny,Very High
2026-05-04,08:41,8,Monday,1,May,5,13.03934,77.600263,Hebbal,Cyber Crime,4,Rainy,Medium
2025-11-27,04:33,4,Thursday,4,November,11,12.923681,77.553004,Banashankari,Accident,3,Sunny,Low
2025-11-05,20:52,20,Wednesday,3,November,11,12.937508,77.621128,Koramangala,Fraud,3,Sunny,Low
2026-01-23,14:39,14,Friday,5,January,1,12.970702,77.744089,Whitefield,Cyber Crime,3,Sunny,High
2026-09-25,10:27,10,Friday,5,September,9,12.966365,77.755606,Whitefield,Accident,2,Rainy,Medium
2026-02-15,02:00,2,Sunday,7,February,2,13.026253,77.540493,Yeshwanthpur,Assault,6,Partly Cloudy,Low
2026-09-13,02:23,2,Sunday,7,September,9,12.910398,77.636769,HSR Layout,Assault,7,Rainy,Low
2025-01-26,09:35,9,Sunday,7,January,1,13.039229,77.591509,Hebbal,Burglary,6,Rainy,High
2025-06-25,11:36,11,Wednesday,3,June,6,12.99769,77.567052,Malleshwaram,Cyber Crime,7,Partly Cloudy,Very High
2025-01-13,09:40,9,Monday,1,January,1,12.963031,77.753051,Whitefield,Burglary,5,Sunny,Very High
2025-08-27,09:00,9,Wednesday,3,August,8,12.931988,77.544933,Banashankari,Burglary,2,Cloudy,Low
2025-04-18,17:14,17,Friday,5,April,4,12.839282,77.660194,Electronic City,Accident,2,Rainy,High
2026-08-16,15:56,15,Sunday,7,August,8,12.908998,77.480868,Kengeri,Accident,4,Rainy,Low
2025-04-21,18:30,18,Monday,1,April,4,12.951297,77.69712,Marathahalli,Cyber Crime,5,Rainy,High
2026-06-29,20:49,20,Monday,1,June,6,13.00203,77.575097,Malleshwaram,Robbery,5,Sunny,High
2026-07-27,20:38,20,Monday,1,July,7,12.922407,77.603851,BTM Layout,Robbery,9,Partly Cloudy,High
2026-10-26,21:59,21,Monday,1,October,10,12.933361,77.630116,Koramangala,Burglary,6,Sunny,Medium
2026-05-07,12:44,12,Thursday,4,May,5,12.989893,77.562491,Rajajinagar,Vandalism,7,Sunny,Very High
2025-03-24,11:49,11,Monday,1,March,3,12.970938,77.64247,Indiranagar,Missing Person,3,Cloudy,Very High
2025-06-24,04:25,4,Tuesday,2,June,6,13.040963,77.603967,Hebbal,Robbery,8,Sunny,High
2026-01-08,19:50,19,Thursday,4,January,1,12.841944,77.652953,Electronic City,Vandalism,5,Cloudy,Medium
2026-08-05,13:25,13,Wednesday,3,August,8,12.918781,77.641467,HSR Layout,Assault,8,Cloudy,Very High
2025-10-04,11:32,11,Saturday,6,October,10,12.85256,77.656232,Electronic City,Cyber Crime,7,Partly Cloudy,Very High
2025-08-28,15:25,15,Thursday,4,August,8,12.921558,77.612868,BTM Layout,Vandalism,4,Partly Cloudy,Medium
2025-03-24,14:58,14,Monday,1,March,3,12.916994,77.646694,HSR Layout,Robbery,1,Cloudy,Medium
2025-06-18,04:33,4,Wednesday,3,June,6,12.91848,77.609878,BTM Layout,Assault,9,Rainy,Very High
2026-05-09,20:32,20,Saturday,6,May,5,12.92807,77.629926,Koramangala,Robbery,5,Sunny,Low
2025-01-30,18:22,18,Thursday,4,January,1,12.96671,77.701741,Marathahalli,Cyber Crime,5,Rainy,Medium
2026-11-03,11:50,11,Tuesday,2,November,11,12.906011,77.641204,HSR Layout,Cyber Crime,3,Cloudy,Low
2025-12-18,16:53,16,Thursday,4,December,12,12.941828,77.570512,Basavanagudi,Assault,5,Cloudy,High
2026-02-16,12:19,12,Monday,1,February,2,12.932305,77.601676,Jayanagar,Assault,5,Partly Cloudy,High
2025-05-15,08:34,8,Thursday,4,May,5,12.905599,77.630944,HSR Layout,Fraud,2,Cloudy,Medium
2026-07-19,02:43,2,Sunday,7,July,7,13.02767,77.539146,Yeshwanthpur,Vehicle Theft,8,Partly Cloudy,High
2025-12-29,14:22,14,Monday,1,December,12,12.918734,77.631222,HSR Layout,Robbery,7,Partly Cloudy,Very High
2025-05-04,08:27,8,Sunday,7,May,5,12.966757,77.698398,Marathahalli,Burglary,4,Cloudy,High
2025-03-16,13:00,13,Sunday,7,March,3,12.923995,77.610991,BTM Layout,Burglary,7,Sunny,Very High
2025-10-08,11:06,11,Wednesday,3,October,10,13.025037,77.543431,Yeshwanthpur,Burglary,8,Sunny,Very High
2025-10-29,03:48,3,Wednesday,3,October,10,13.032379,77.595889,Hebbal,Cyber Crime,6,Partly Cloudy,Low
2026-05-03,11:12,11,Sunday,7,May,5,12.981932,77.635027,Indiranagar,Burglary,7,Rainy,High
2026-01-13,07:03,7,Tuesday,2,January,1,12.977653,77.742766,Whitefield,Fraud,6,Sunny,Low
2025-10-01,23:08,23,Wednesday,3,October,10,12.936794,77.623775,Koramangala,Robbery,10,Cloudy,High
2026-04-30,13:37,13,Thursday,4,April,4,12.977331,77.635232,Indiranagar,Theft,1,Partly Cloudy,Medium
2025-05-24,12:45,12,Saturday,6,May,5,12.84799,77.663183,Electronic City,Fraud,6,Sunny,Low
2025-01-08,11:52,11,Wednesday,3,January,1,12.962767,77.695794,Marathahalli,Vehicle Theft,5,Sunny,High
2026-08-11,11:56,11,Tuesday,2,August,8,12.983966,77.561563,Rajajinagar,Cyber Crime,5,Partly Cloudy,Medium
2026-09-15,10:48,10,Tuesday,2,September,9,13.006134,77.5649,Malleshwaram,Cyber Crime,2,Cloudy,Medium
2025-03-24,07:02,7,Monday,1,March,3,12.989499,77.557485,Rajajinagar,Cyber Crime,2,Cloudy,Low
2026-05-23,09:08,9,Saturday,6,May,5,12.97484,77.749438,Whitefield,Assault,3,Partly Cloudy,High
2025-10-14,20:21,20,Tuesday,2,October,10,13.02398,77.541028,Yeshwanthpur,Fraud,9,Partly Cloudy,High
2025-05-04,18:23,18,Sunday,7,May,5,13.03967,77.598188,Hebbal,Fraud,5,Rainy,Medium
2025-09-16,22:11,22,Tuesday,2,September,9,12.921315,77.614981,BTM Layout,Robbery,6,Partly Cloudy,High
2026-05-20,03:52,3,Wednesday,3,May,5,12.931454,77.551919,Banashankari,Cyber Crime,6,Partly Cloudy,Medium
2026-06-05,13:07,13,Friday,5,June,6,12.978114,77.640753,Indiranagar,Theft,5,Partly Cloudy,Low
2025-08-04,07:42,7,Monday,1,August,8,13.025862,77.543764,Yeshwanthpur,Vehicle Theft,8,Sunny,High
2025-10-03,23:01,23,Friday,5,October,10,12.973229,77.752103,Whitefield,Burglary,6,Rainy,High
2025-05-25,09:05,9,Sunday,7,May,5,12.966163,77.703005,Marathahalli,Assault,5,Rainy,Very High
2026-08-20,02:23,2,Thursday,4,August,8,13.010846,77.566352,Malleshwaram,Vehicle Theft,5,Rainy,Medium
2025-02-16,16:36,16,Sunday,7,February,2,13.035648,77.602425,Hebbal,Assault,2,Rainy,High
2025-12-14,03:01,3,Sunday,7,December,12,12.921436,77.608325,BTM Layout,Missing Person,6,Cloudy,Medium
2026-04-16,11:27,11,Thursday,4,April,4,12.931549,77.592153,Jayanagar,Vehicle Theft,7,Partly Cloudy,Very High
2025-09-08,18:01,18,Monday,1,September,9,12.920785,77.541046,Banashankari,Vandalism,7,Partly Cloudy,High
2025-03-28,11:36,11,Friday,5,March,3,12.906184,77.477658,Kengeri,Vehicle Theft,5,Sunny,High
2026-08-07,04:44,4,Friday,5,August,8,12.912363,77.611681,BTM Layout,Theft,8,Rainy,High
2025-02-02,20:26,20,Sunday,7,February,2,12.936434,77.622706,Koramangala,Theft,8,Sunny,High
2026-06-04,16:32,16,Thursday,4,June,6,12.975908,77.639334,Indiranagar,Accident,1,Rainy,Low
2026-12-02,15:01,15,Wednesday,3,December,12,12.843691,77.657912,Electronic City,Vandalism,3,Cloudy,High
2026-08-23,03:13,3,Sunday,7,August,8,12.959164,77.702486,Marathahalli,Vandalism,9,Cloudy,High
2026-04-04,10:32,10,Saturday,6,April,4,12.922476,77.592819,Jayanagar,Cyber Crime,7,Partly Cloudy,Very High
2025-07-18,15:49,15,Friday,5,July,7,12.972274,77.755208,Whitefield,Missing Person,7,Sunny,Very High
2026-02-27,07:00,7,Friday,5,February,2,12.903737,77.642014,HSR Layout,Assault,4,Rainy,Very High
2026-08-07,02:21,2,Friday,5,August,8,12.961173,77.70213,Marathahalli,Missing Person,4,Partly Cloudy,Low
2026-05-20,16:31,16,Wednesday,3,May,5,13.024739,77.541051,Yeshwanthpur,Robbery,6,Sunny,Very High
2025-12-06,06:22,6,Saturday,6,December,12,12.935132,77.572491,Basavanagudi,Vehicle Theft,2,Partly Cloudy,Low
